chapter,gut_line,text
37,6195,Fatherhood of God and the coming of the Kingdom of Heaven.  He was
37,6196,clearly a person--to use a common phrase--of intense personal
37,6197,magnetism.  He attracted followers and filled them with love and
37,6198,courage.  Weak and ailing people were heartened and healed by his
37,6199,"presence.  Yet he was probably of a delicate physique, because of"
37,6200,the swiftness with which he died under the pains of crucifixion.
37,6201,"There is a tradition that he fainted when, according to the"
37,6202,"custom, he was made to bear his cross to the place of execution."
37,6203,He went about the country for three years spreading his doctrine
37,6204,and then he came to Jerusalem and was accused of trying to set up
37,6205,"a strange kingdom in Judea; he was tried upon this charge, and"
37,6206,crucified together with two thieves.  Long before these two were
37,6207,dead his sufferings were over.
37,6209,"The doctrine of the Kingdom of Heaven, which was the main teaching"
37,6210,"of Jesus, is certainly one of the most revolutionary doctrines"
37,6211,that ever stirred and changed human thought.  It is small wonder
37,6212,"if the world of that time failed to grasp its full significance,"
37,6213,and recoiled in dismay from even a half apprehension of its
37,6214,tremendous challenges to the established habits and institutions
37,6215,"of mankind.  For the doctrine of the Kingdom of Heaven, as Jesus"
37,6216,"seems to have preached it, was no less than a bold and"
37,6217,uncompromising demand for a complete change and cleansing of the
37,6218,"life of our struggling race, an utter cleansing, without and"
37,6219,within.  To the gospels the reader must go for all that is
37,6220,preserved of this tremendous teaching; here we are only concerned
37,6221,with the jar of its impact upon established ideas.
37,6223,"The Jews were persuaded that God, the one God of the whole world,"
37,6224,"was a righteous god, but they also thought of him as a trading god"
37,6225,"who had made a bargain with their Father Abraham {216} about them,"
37,6226,"a very good bargain indeed for them, to bring them at last to"
37,6227,predominance in the earth. With dismay and anger they heard Jesus
37,6228,"sweeping away their dear securities.  God, he taught, was no"
37,6229,bargainer; there were no chosen people and no favourites in the
37,6230,"Kingdom of Heaven.  God was the loving father of all life, as"
37,6231,incapable of showing favour as the universal sun.  And all men
37,6232,were brothers--sinners alike and beloved sons alike--of this
37,6233,divine father.  In the parable of the Good Samaritan Jesus cast
37,6234,"scorn upon that natural tendency we all obey, to glorify our own"
37,6235,people and to minimize the righteousness of other creeds and other
37,6236,races.  In the parable of the labourers he thrust aside the
37,6237,obstinate claim of the Jews to have a special claim upon God.  All
37,6238,"whom God takes into the kingdom, he taught, God serves alike;"
37,6239,"there is no distinction in his treatment, because there is no"
37,6240,"measure to his bounty.  From all moreover, as the parable of the"
37,6241,"buried talent witnesses, and as the incident of the widow's mite"
37,6242,"enforces, he demands the utmost.  There are no privileges, no"
37,6243,rebates and no excuses in the Kingdom of Heaven.
37,6250,But it is not only the intense tribal patriotism of the Jews that
37,6251,"Jesus outraged.  They were a people of intense family loyalty, and"
37,6252,he would have swept away all the narrow and restrictive family
37,6253,affections in the great flood of the love of God.  The whole
37,6254,kingdom of Heaven was to be the family of his followers.  We are
37,6255,"told that, ""While he yet talked to the people, behold, his mother"
37,6256,"and his brethren stood without, desiring to speak with him.  Then"
37,6257,"one said unto him, Behold, thy mother and thy brethren stand"
37,6258,"without, desiring to speak with thee.  But he answered and said"
37,6259,"unto him that told him, Who is my mother? and who are my brethren?"
37,6260,"And he stretched forth his hands towards his disciples, and said,"
37,6261,Behold my mother and my brethren!  For whosoever shall do the will
37,6262,"of my Father which is in heaven, the same is my brother, and"
37,6263,"sister, and mother.""  [2]"
37,6267,And not only did Jesus strike at patriotism and the bonds of
37,6268,family loyalty in the name of God's universal fatherhood and
37,6269,"brotherhood of all mankind, but it is clear that his teaching"
37,6270,"condemned all the gradations of the economic system, all private"
37,6271,"wealth, and {218} personal advantages.  All men belonged to the"
37,6272,kingdom; all their possessions belonged to the kingdom; the
37,6273,"righteous life for all men, the only righteous life, was the"
37,6274,"service of God's will with all that we had, with all that we were."
37,6275,Again and again he denounced private riches and the reservation of
37,6276,any private life.
37,6280,"""And when he was gone forth into the way, there came one running,"
37,6281,"and kneeled to him, and asked him, Good Master, what shall I do"
37,6282,"that I may inherit eternal life?  And Jesus said to him, Why"
37,6283,"callest thou me good? there is none good but one, that is God."
37,6284,"Thou knowest the commandments, Do not commit adultery, Do not"
37,6285,"kill, Do not steal, Do not bear false witness, Defraud not, Honour"
37,6286,"thy father and mother.  And he answered and said unto him, Master,"
37,6287,all these things have I observed from my youth.  Then Jesus
37,6288,"beholding him loved him, and said unto him, One thing thou"
37,6289,"lackest; go thy way, sell whatsoever thou hast, and give to the"
37,6290,"poor, and thou shalt have treasure in heaven; and come, take up"
37,6291,"the cross, and follow me.  And he was sad at that saying, and went"
37,6292,away grieved; for he had great possessions.
37,6294,"""And Jesus looked round about, and saith unto his disciples, How"
37,6295,hardly shall they that have riches enter into the Kingdom of God!
37,6296,And the disciples were astonished at his words.  But Jesus
37,6297,"answered again, and saith unto them, Children, how hard is it for"
37,6298,them that trust in riches to enter into the Kingdom of God!  It is
37,6299,"{220} easier for a camel to go through the eye of a needle, than"
37,6300,"for a rich man to enter into the Kingdom of God.""  [3]"
37,6310,"Moreover, in his tremendous prophecy of this kingdom which was to"
37,6311,"make all men one together in God, Jesus had small patience for the"
37,6312,bargaining righteousness of formal religion.  Another large part
37,6313,of his recorded utterances is aimed against the meticulous
37,6314,"observance of the rules of the pious career.  ""Then the Pharisees"
37,6315,"and scribes asked him, Why walk not thy disciples according to the"
37,6316,"tradition of the elders, but eat bread with unwashen hands?  He"
37,6317,"answered and said unto them, Well hath Isaiah prophesied of you"
37,6318,"hypocrites, as it is written,"
37,6320,"""This people honoureth me with their lips,"
37,6322,"""But their heart is far from me."
37,6324,"""Howbeit in vain do they worship me,"
37,6326,"""Teaching for doctrines the commandments of men."
37,6328,"""For laying aside the commandment of God, ye hold the tradition of"
37,6329,"men, as the washing of pots and cups: and many other such things"
37,6330,"ye do.  And he said unto them, Full well ye reject the commandment"
37,6331,"of God, that ye may keep your own tradition.""  [4]"
37,6333,It was not merely a moral and a social revolution that Jesus
37,6334,proclaimed; it is clear from a score of indications that his
37,6335,teaching had a political bent of the plainest sort.  It is true
37,6336,"that he said his kingdom was not of this world, that it was in the"
37,6337,hearts of men and not upon a throne; but it is equally clear that
37,6338,wherever and in what measure his kingdom was set up in the hearts
37,6339,"of men, the outer world would be in that measure revolutionized"
37,6340,and made new.
37,6342,Whatever else the deafness and blindness of his hearers may have
37,6343,"missed in his utterances, it is plain they did not miss his"
37,6344,resolve to revolutionize the world.  The whole tenor of the
37,6345,opposition to him and the circumstances of his trial and execution
37,6346,show clearly that to his contemporaries he seemed to propose
37,6347,"plainly, and did propose plainly, to change and fuse and enlarge"
37,6348,all human life.
37,6350,"In view of what he plainly said, is it any wonder that all who"
37,6351,"were rich and prosperous felt a horror of strange things, a"
37,6352,swimming of their world at his teaching?  He was dragging out all
37,6353,the little private reservations they had made from social service
37,6354,into the light {221} of a universal religious life.  He was like
37,6355,some terrible moral huntsman digging mankind out of the snug
37,6356,burrows in which they had lived hitherto.  In the white blaze of
37,6357,"this kingdom of his there was to be no property, no privilege, no"
37,6358,pride and precedence; no motive indeed and no reward but love.  Is
37,6359,it any wonder that men were dazzled and blinded and cried out
37,6360,against him?  Even his disciples cried out when he would not spare
37,6361,them the light.  Is it any wonder that the priests realized that
37,6362,between this man and themselves there was no choice but that he or
37,6363,priestcraft should perish?  Is it any wonder that the Roman
37,6364,"soldiers, confronted and amazed by something soaring over their"
37,6365,"comprehension and threatening all their disciplines, should take"
37,6366,"refuge in wild laughter, and crown him with thorns and robe him in"
37,6367,purple and make a mock Caesar of him?  For to take him seriously
37,6368,"was to enter upon a strange and alarming life, to abandon habits,"
37,6369,"to control instincts and impulses, to essay an incredible"
37,6370,happiness. . . .
38,6388,In the four gospels we find the personality and teachings of Jesus
38,6389,but very little of the dogmas of the Christian church.  It is in
38,6390,"the epistles, a series of writings by the immediate followers of"
38,6391,"Jesus, that the broad lines of Christian belief are laid down."
38,6393,Chief among the makers of Christian doctrine was St. Paul.  He had
38,6394,never seen Jesus nor heard him preach.  Paul's name was originally
38,6395,"Saul, and he was conspicuous at first as an active persecutor of"
38,6396,the little band of disciples after the crucifixion.  Then he was
38,6397,"suddenly converted to Christianity, and he changed his name to"
38,6398,Paul.  He was a man of great intellectual vigour and deeply and
38,6399,passionately interested in the religious movements of the time.
38,6400,He was well versed in Judaism and in the Mithraism and Alexandrian
38,6401,religion of the day.  He carried over many of their ideas and
38,6402,terms of expression into Christianity.  He did very little to
38,6403,"enlarge or develop the original teaching of Jesus, the teaching of"
38,6404,the Kingdom of Heaven.  But he taught that Jesus was not only the
38,6405,"promised Christ, the promised leader of the Jews, but also that"
38,6406,"his death was a sacrifice, like the deaths of the ancient"
38,6407,"sacrificial victims of the primordial civilizations, for the"
38,6408,redemption of mankind.
38,6410,When religions flourish side by side they tend to pick up each
38,6411,"other's ceremonial and other outward peculiarities.  Buddhism, for"
38,6412,"example, in China has now almost the same sort of temples and"
38,6413,"priests and uses as Taoism, which follows in the teachings of Lao"
38,6414,Tse.  Yet the original teachings of Buddhism and Taoism were
38,6415,almost flatly opposed.  And it reflects no doubt or discredit upon
38,6416,the essentials of Christian teaching that it took over not merely
38,6417,"such formal things as the shaven priest, the votive offering, the"
38,6418,"altars, candles, chanting and images of the Alexandrian and"
38,6419,"Mithraic faiths, but adopted even their devotional phrases and"
38,6420,their theological {223} ideas.  All these religions were
38,6421,flourishing side by side with many less prominent cults.  Each was
38,6422,"seeking adherents, and there must have been a constant going and"
38,6423,coming of converts between them.  Sometimes one or other would be
38,6424,in favour with the government.  But Christianity was regarded with
38,6425,"more suspicion than its rivals because, like the Jews, its"
38,6426,adherents would not perform acts of worship to the God Caesar.
38,6427,"This made it a seditious religion, quite apart from the"
38,6428,revolutionary spirit of the teachings of Jesus himself.
38,6433,"St. Paul familiarized his disciples with the idea that Jesus, like"
38,6434,"{224} Osiris, was a god who died to rise again and give men"
38,6435,immortality.  And presently the spreading Christian community was
38,6436,greatly torn by complicated theological disputes about the
38,6437,relationship of this God Jesus to God the Father of Mankind.  The
38,6438,"Arians taught that Jesus was divine, but distant from and inferior"
38,6439,to the Father.  The Sabellians taught that Jesus was merely an
38,6440,"aspect of the Father, and that God was Jesus and Father at the"
38,6441,same time just as a man may be a father and an artificer at the
38,6442,same time; and the Trinitarians taught a more subtle doctrine that
38,6443,"God was both one and three, Father, Son and Holy Spirit.  For a"
38,6444,"time it seemed that Arianism would prevail over its rivals, and"
38,6445,"then after disputes, violence and wars, the Trinitarian formula"
38,6446,became the accepted formula of all Christendom.  It may be found
38,6447,in its completest expression in the Athanasian Creed.
38,6449,We offer no comment on these controversies here.  They do not sway
38,6450,history as the personal teaching of Jesus sways history.  The
38,6451,personal teaching of Jesus does seem to mark a new phase in the
38,6452,moral and spiritual life of our race.  Its insistence upon the
38,6453,universal Fatherhood of God and the implicit brotherhood of all
38,6454,"men, its insistence upon the sacredness of every human personality"
38,6455,"as a living temple of God, was to have the profoundest effect upon"
38,6456,all the subsequent social and political life of mankind.  With
38,6457,"Christianity, with the spreading teachings of Jesus, a new respect"
38,6458,"appears in the world for man as man.  It may be true, as hostile"
38,6459,"critics of Christianity have urged, that St.. Paul preached"
38,6460,"obedience to slaves, but it is equally true that the whole spirit"
38,6461,of the teachings of Jesus preserved in the gospels was against the
38,6462,subjugation of man by man.  And still more distinctly was
38,6463,Christianity opposed to such outrages upon human dignity as the
38,6464,gladiatorial combats in the arena.
38,6466,"Throughout the first two centuries after Christ, the Christian"
38,6467,"religion spread throughout the Roman Empire, weaving together an"
38,6468,ever-growing multitude of converts into a new community of ideas
38,6469,and will.  The attitude of the emperors varied between hostility
38,6470,and toleration.  There were attempts to suppress this new faith in
38,6471,both the second and third centuries; and finally in 303 and the
38,6472,following years a great persecution under the Emperor Diocletian.
38,6473,The considerable accumulations of Church property were {225}
38,6474,"seized, all bibles and religious writings were confiscated and"
38,6475,"destroyed, Christians were put out of the protection of the law"
38,6476,and many executed.  The destruction of the books is particularly
38,6477,notable.  It shows how the power of the written word in holding
38,6478,together {226} the new faith was appreciated by the authorities.
38,6479,"These ""book religions,"" Christianity and Judaism, were religions"
38,6480,that educated.  Their continued existence depended very largely on
38,6481,people being able to read and understand their doctrinal ideas.
38,6482,The older religions had made no such appeal to the personal
38,6483,intelligence.  In the ages of barbaric confusion that were now at
38,6484,hand in western Europe it was the Christian church that was mainly
38,6485,instrumental in preserving the tradition of learning.
38,6489,The persecution of Diocletian failed completely to suppress the
38,6490,growing Christian community.  In many provinces it was ineffective
38,6491,because the bulk of the population and many of the officials were
38,6492,Christian.  In 317 an edict of toleration was issued by the
38,6493,"associated Emperor Galerius, and in 324 Constantine the Great, a"
38,6494,"friend and on his deathbed a baptized convert to Christianity,"
38,6495,became sole ruler of the Roman world.  He abandoned all divine
38,6496,pretensions and put Christian symbols on the shields and banners
38,6497,of his troops.
38,6499,In a few years Christianity was securely established as the
38,6500,official religion of the empire.  The competing religions
38,6501,"disappeared or were absorbed with extraordinary celerity, and in"
38,6502,300 Theodosius the Great caused the great statue of Jupiter
38,6503,Serapis at Alexandria to be destroyed.  From the outset of the
38,6504,fifth century onward the only priests or temples in the Roman
38,6505,Empire were Christian priests and temples.
39,6517,"Throughout the third century the Roman Empire, decaying socially"
39,6518,"and disintegrating morally, faced the barbarians.  The emperors of"
39,6519,"this period were fighting military autocrats, and the capital of"
39,6520,the empire shifted with the necessities of their military policy.
39,6521,"Now the imperial headquarters would be at Milan in north Italy,"
39,6522,"now in what is now Serbia at Sirmium or Nish, now in Nicomedia in"
39,6523,Asia Minor.  Rome halfway down Italy was too far from the centre
39,6524,of interest to be a convenient imperial seat.  It was a declining
39,6525,city.  Over most of the empire peace still prevailed and men went
39,6526,about without arms.  The armies continued to be the sole
39,6527,"repositories of power; the emperors, dependent on their legions,"
39,6528,became more and more autocratic to the rest of the empire and
39,6529,their state more and more like that of the Persian and other
39,6530,oriental monarchs.  Diocletian assumed a royal diadem and oriental
39,6531,robes.
39,6533,"All along the imperial frontier, which ran roughly along the Rhine"
39,6534,"and Danube, enemies were now pressing.  The Franks and other"
39,6535,German tribes had come up to the Rhine.  In north Hungary were the
39,6536,"Vandals; in what was once Dacia and is now Roumania, the Visigoths"
39,6537,or West Goths.  Behind these in south Russia were the East Goths
39,6538,"or Ostrogoths, and beyond these again in the Volga region the"
39,6539,Alans.  But now Mongolian peoples were forcing their way towards
39,6540,Europe.  The Huns were already exacting tribute from the Alans and
39,6541,Ostrogoths and pushing them to the west.
39,6543,In Asia the Roman frontiers were crumpling back under the push of
39,6544,"a renascent Persia.  This new Persia, the Persia of the Sassenid"
39,6545,"kings, was to be a vigorous and on the whole a successful rival of"
39,6546,the Roman Empire in Asia for the next three centuries.
39,6548,A glance at the map of Europe will show the reader the peculiar
39,6549,weakness of the empire.  The river Danube comes down to within
39,6550,{228} a couple of hundred miles of the Adriatic Sea in the region
39,6551,of what is now Bosnia and Serbia.  It makes a square re-entrant
39,6552,angle there.  The Romans never kept their sea communications in
39,6553,"good order, and this two hundred mile strip of land was their line"
39,6554,of communication between the western Latin-speaking part of the
39,6555,empire and the eastern Greek-speaking portion.  Against this
39,6556,square angle of the Danube the barbarian pressure was greatest.
39,6557,When they broke through there it was inevitable that the empire
39,6558,should fall into two parts.
39,6562,A more vigorous empire might have thrust forward and reconquered
39,6563,"Dacia, but the Roman Empire lacked any such vigour.  Constantine"
39,6564,the Great was certainly a monarch of great devotion and
39,6565,intelligence.  He beat back a raid of the Goths from just these
39,6566,"vital Balkan regions, but he had no force to carry the frontier"
39,6567,across the Danube.  He was too pre-occupied with the internal
39,6568,weaknesses of the empire.  He brought the solidarity and moral
39,6569,force of Christianity to revive the spirit of the declining
39,6570,"empire, and he decided to create a new permanent capital at"
39,6571,"Byzantium upon the Hellespont.  This new-made Byzantium, which was"
39,6572,"re-christened Constantinople in his honour, was still building"
39,6573,when he died.  Towards the end of his reign occurred a remarkable
39,6574,"transaction.  The {229} Vandals, being pressed by the Goths, asked"
39,6575,to be received into the Roman Empire.  They were assigned lands in
39,6576,"Pannonia, which is now that part of Hungary west of the Danube,"
39,6577,and their fighting men became nominally legionaries.  But these
39,6578,new legionaries remained under their own chiefs.  Rome failed to
39,6579,digest them.
39,6583,"Constantine died working to reorganize his great realm, and soon"
39,6584,the frontiers were ruptured again and the Visigoths came almost to
39,6585,Constantinople. They defeated the Emperor Valens at Adrianople and
39,6586,"made a settlement in what is now Bulgaria, similar to the"
39,6587,settlement of the Vandals in Pannonia.  Nominally they were
39,6588,"subjects of the emperor, practically they were conquerors."
39,6590,"From 379 to 395 A.D. reigned the Emperor Theodosius the Great, and"
39,6591,while he reigned the empire was still formally intact.  Over the
39,6592,"armies of Italy and Pannonia presided Stilicho, a Vandal, over the"
39,6593,"armies in the Balkan peninsula, Alaric, a Goth.  When Theodosius"
39,6594,died at the close of the fourth century he left {230} two sons.
39,6595,"Alaric supported one of these, Arcadius, in Constantinople, and"
39,6596,"Stilicho the other, Honorius, in Italy.  In other words Alaric and"
39,6597,Stilicho fought for the empire with the princes as puppets.  In
39,6598,the course of their struggle Alaric marched into Italy and after a
39,6599,short siege took Rome (410 A.D.).
39,6601,The opening half of the fifth century saw the whole of the Roman
39,6602,Empire in Europe the prey of robber armies of barbarians.  It is
39,6603,difficult to visualize the state of affairs in the world at that
39,6604,"time.  Over France, Spain, Italy and the Balkan peninsula, the"
39,6605,great cities that had flourished under the early empire still
39,6606,"stood, impoverished, partly depopulated and falling into decay."
39,6607,"Life in them must have been shallow, mean and full of uncertainty."
39,6608,Local officials asserted their authority and went on with their
39,6609,"work with such conscience as they had, no doubt in the name of a"
39,6610,"now remote and inaccessible emperor.  The churches went on, but"
39,6611,usually with illiterate priests.  There was little reading and
39,6612,much superstition and fear.  But everywhere except where looters
39,6613,"had destroyed them, books and pictures and statuary and such-like"
39,6614,works of art were still to be found.
39,6616,The life of the countryside had also degenerated.  Everywhere this
39,6617,Roman world was much more weedy and untidy than it had been.  In
39,6618,some regions war and pestilence had brought the land down to the
39,6619,level of a waste.  Roads and forests were infested with robbers.
39,6620,"Into such regions the barbarians marched, with little or no"
39,6621,"opposition, and set up their chiefs as rulers, often with Roman"
39,6622,official titles.  If they were half civilized barbarians they
39,6623,"would give the conquered districts tolerable terms, they would"
39,6624,"take possession of the towns, associate and intermarry, and"
39,6625,"acquire (with an accent) the Latin speech; but the Jutes, the"
39,6626,Angles and Saxons who submerged the Roman province of Britain were
39,6627,"agriculturalists and had no use for towns, they seem to have swept"
39,6628,south Britain clear of the Romanized population and they replaced
39,6629,"the language by their own Teutonic dialects, which became at last"
39,6630,English.
39,6632,It is impossible in the space at our disposal to trace the
39,6633,movements of all the various German and Slavonic tribes as they
39,6634,went to and fro in the disorganized empire in search of plunder
39,6635,and a pleasant home.  But let the Vandals serve as an example.
39,6636,They came into {232} history in east Germany.  They settled as we
39,6637,have told in Pannonia.  Thence they moved somewhen about 425 A.D.
39,6638,through the intervening provinces to Spain.  There they found
39,6639,Visigoths from South Russia and other German tribes setting up
39,6640,dukes and kings.  From Spain the Vandals under Genseric sailed for
39,6641,"North Africa (429), captured Carthage (439), and built a fleet."
39,6642,They secured the mastery of the sea and captured and pillaged Rome
39,6643,"(455), which had recovered very imperfectly from her capture and"
39,6644,looting by Alaric half a century earlier.  Then the Vandals made
39,6645,"themselves masters of Sicily, Corsica, Sardinia and most of the"
39,6646,"other islands of the western Mediterranean.  They made, in fact, a"
39,6647,sea empire very similar in its extent to the sea empire of
39,6648,Carthage seven hundred odd years before.  They were at the climax
39,6649,of their power about 477.  They were a mere handful of conquerors
39,6650,holding all this country.  In the next century almost all their
39,6651,territory had been reconquered for the empire of Constantinople
39,6652,during a transitory blaze of energy under Justinian I.
39,6663,The story of the Vandals is but one sample of a host of similar
39,6664,adventures.  But now there was coming into the European world the
39,6665,"least kindred and most redoubtable of all these devastators, the"
39,6666,"Mongolian Huns or Tartars, a yellow people active and able, such"
39,6667,as the western world had never before encountered.
40,6679,This appearance of a conquering Mongolian people in Europe may be
40,6680,taken to mark a new stage in human history.  Until the last
40,6681,"century or so before the Christian era, the Mongol and the Nordic"
40,6682,peoples had not been in close touch.  Far away in the frozen lands
40,6683,"beyond the northern forests the Lapps, a Mongolian people, had"
40,6684,"drifted westward as far as Lapland, but they played no part in the"
40,6685,main current of history.  For thousands of years the western world
40,6686,"carried on the dramatic interplay of the Aryan, Semitic and"
40,6687,fundamental brunette peoples with very little interference (except
40,6688,for an Ethiopian invasion of Egypt or so) either from the black
40,6689,peoples to the south or from the Mongolian world in the far East.
40,6691,It is probable that there were two chief causes for the new
40,6692,westward drift of the nomadic Mongolians.  One was the
40,6693,"consolidation of the great empire of China, its extension"
40,6694,northward and the increase of its population during the prosperous
40,6695,period of the Han dynasty.  The other was some process of climatic
40,6696,change; a lesser rainfall that abolished swamps and forests
40,6697,"perhaps, or a greater rainfall that extended grazing over desert"
40,6698,"steppes, or even perhaps both these processes going on in"
40,6699,different regions but which anyhow facilitated a westward
40,6700,migration.  A third contributary cause was the economic
40,6701,"wretchedness, internal decay and falling population of the Roman"
40,6702,"Empire.  The rich men of the later Roman Republic, and then the"
40,6703,tax-gatherers of the military emperors had utterly consumed its
40,6704,"vitality.  So we have the factors of thrust, means and"
40,6705,"opportunity.  There was pressure from the east, rot in the west"
40,6706,and an open road.
40,6708,The Hun had reached the eastern boundaries of European Russia by
40,6709,"the first century A.D., but it was not until the fourth and {234}"
40,6710,fifth centuries A.D. that these horsemen rose to predominance upon
40,6711,the steppes.  The fifth century was the Hun's century.  The first
40,6712,Huns to come into Italy were mercenary bands in the pay of
40,6713,"Stilicho the Vandal, the master of Honorius.  Presently they were"
40,6714,"in possession of Pannonia, the empty nest of the Vandals."
40,6716,By the second quarter of the fifth century a great war chief had
40,6717,"arisen among the Huns, Attila.  We have only vague and tantalizing"
40,6718,glimpses of his power.  He ruled not only over the Huns but over a
40,6719,conglomerate of tributary Germanic tribes; his empire extended
40,6720,from the Rhine cross the plains into Central Asia.  He exchanged
40,6721,ambassadors with China.  His head camp was in the plain of Hungary
40,6722,east of the Danube.  There he was visited by an envoy from
40,6723,"Constantinople, Priscus, who has left us an account of his state."
40,6724,The way of living of these Mongols was very like the way of living
40,6725,of the primitive Aryans they had replaced.  The common folk were
40,6726,in huts and tents; the chiefs lived in great stockaded timber
40,6727,halls.  There were feasts and drinking and singing by the bards.
40,6728,The Homeric heroes and even the Macedonian companions of Alexander
40,6729,would probably have felt more at home in the camp-capital of
40,6730,Attila than they would have done in the cultivated and decadent
40,6731,"court of Theodosius II, the son of Arcadius, who was then reigning"
40,6732,in Constantinople.
40,6734,For a time it seemed as though the nomads under the leadership
40,6735,of the Huns and Attila would play the same part towards the
40,6736,Graeco-Roman civilization of the Mediterranean countries that the
40,6737,barbaric Greeks had played long ago to the AEgean civilization.  It
40,6738,looked like history repeating itself upon a larger stage.  But the
40,6739,Huns were much more wedded to the nomadic life than the early
40,6740,"Greeks, who were rather migratory cattle farmers than true nomads."
40,6741,The Huns raided and plundered but did not settle.
40,6743,For some years Attila bullied Theodosius as he chose.  His armies
40,6744,"devastated and looted right down to the walls of Constantinople,"
40,6745,Gibbon says that he totally destroyed no less than seventy cities
40,6746,"in the Balkan peninsula, and Theodosius bought him off by payments"
40,6747,of tribute and tried to get rid of him for good by sending secret
40,6748,agents to assassinate him.  In 451 Attila turned his attention to
40,6749,the remains of the Latin-speaking half of the empire and invaded
40,6750,{235} Gaul.  Nearly every town in northern Gaul was sacked.
40,6751,"Franks, Visigoths and the imperial forces united against him and"
40,6752,he was defeated at Troyes in a vast dispersed battle in which a
40,6753,"multitude of men, variously estimated as between 150,000 and"
40,6754,"300,000, were killed. This checked him in Gaul, but it did not"
40,6755,exhaust his enormous military resources.  Next year he came into
40,6756,"Italy by way of Venetia, burnt Aquileia and Padua and looted"
40,6757,Milan.
40,6761,Numbers of fugitives from these north Italian towns and
40,6762,particularly from Padua fled to islands in the lagoons at the head
40,6763,of the Adriatic and laid there the foundations of the city state
40,6764,"of Venice, which was to become one of the greatest or the trading"
40,6765,centres in the middle ages.
40,6767,In 453 Attila died suddenly after a great feast to celebrate his
40,6768,"marriage to a young woman, and at his death this plunder"
40,6769,confederation of his fell to pieces.  The actual Huns disappear
40,6770,"from history, mixed into the surrounding more numerous"
40,6771,Aryan-speaking populations.  {236} But these great Hun raids
40,6772,practically consummated the end of the Latin Roman Empire.  After
40,6773,"his death ten different emperors ruled in Rome in twenty years,"
40,6774,set up by Vandal and other mercenary troops.  The Vandals from
40,6775,"Carthage took and sacked Rome in 455.  Finally in 476 Odoacer, the"
40,6776,"chief of the barbarian troops, suppressed a Pannonian who was"
40,6777,figuring as emperor under the impressive name of Romulus
40,6778,"Augustulus, and informed the Court of Constantinople that there"
40,6779,was no longer an emperor in the west.  So ingloriously the Latin
40,6780,Roman Empire came to an end.  In 493 Theodoric the Goth became
40,6781,King of Rome.
40,6783,All over western and central Europe now barbarian chiefs were
40,6784,"reigning as kings, dukes and the like, practically independent but"
40,6785,for the most part professing some sort of shadowy allegiance to
40,6786,the emperor.  There were hundreds and perhaps thousands of such
40,6787,"practically independent brigand rulers.  In Gaul, Spain and Italy"
40,6788,and in Dacia the Latin speech still prevailed in locally distorted
40,6789,"forms, but in Britain and east of the Rhine languages of the"
40,6790,"German group (or in Bohemia a Slavonic language, Czech) were the"
40,6791,common speech.  The superior clergy and a small remnant of other
40,6792,educated men read and wrote Latin.  Everywhere life was insecure
40,6793,and property was held by the strong arm.  Castles multiplied and
40,6794,roads fell into decay.  The dawn of the sixth century was an age
40,6795,of division and of intellectual darkness throughout the western
40,6796,world.  Had it not been for the monks and Christian missionaries
40,6797,Latin learning might have perished altogether.
40,6799,Why had the Roman Empire grown and why had it so completely
40,6800,decayed?  It grew because at first the idea of citizenship held it
40,6801,"together.  Throughout the days of the expanding republic, and even"
40,6802,into the days of the early empire there remained a great number of
40,6803,"men conscious of Roman citizenship, feeling it a privilege and an"
40,6804,"obligation to be a Roman citizen, confident of their rights under"
40,6805,the Roman law and willing to make sacrifices in the name of Rome.
40,6806,The prestige of Rome as of something just and great and
40,6807,law-upholding spread far beyond the Roman boundaries.  But even as
40,6808,early as the Punic wars the sense of citizenship was being
40,6809,undermined by the growth of wealth and slavery.  Citizenship
40,6810,spread indeed but not the idea of citizenship.
40,6814,The Roman Empire was after all a very primitive organization; it
40,6815,"did not educate, did not explain itself to its increasing"
40,6816,"multitudes of citizens, did not invite their co-operation in its"
40,6817,decisions.  There was no network of schools to ensure a common
40,6818,"understanding, no distribution of news to sustain collective"
40,6819,activity.  The adventurers who struggled for power from the days
40,6820,of Marius and Sulla onward had no idea of creating and calling in
40,6821,public opinion upon the imperial affairs.  The spirit of
40,6822,citizenship died of starvation and no one observed it die.  All
40,6823,"empires, all states, all organizations of human society are, in"
40,6824,"the ultimate, things of understanding and will.  There remained no"
40,6825,will for the Roman Empire in the World and so it came to an end.
40,6827,But though the Latin-speaking Roman Empire died in the fifth
40,6828,"century, something else had been born within it that was to avail"
40,6829,"itself enormously of its prestige and tradition, and that was the"
40,6830,Latin-speaking half of the Catholic Church.  This lived while the
40,6831,"empire died because it appealed to the minds and wills of men,"
40,6832,because it had books and a great system of teachers and
40,6833,"missionaries to hold it together, things stronger than any law or"
40,6834,legions.  Throughout the fourth and fifth centuries A.D. while the
40,6835,"empire was decaying, Christianity was spreading to a universal"
40,6836,"dominion in Europe.  It conquered its conquerors, the barbarians."
40,6837,"When Attila seemed disposed to march on Rome, the patriarch of"
40,6838,"Rome intercepted him and did what no armies could do, turning him"
40,6839,back by sheer moral force.
40,6841,The Patriarch or Pope of Rome claimed to be the head of the entire
40,6842,"Christian church.  Now that there were no more emperors, he began"
40,6843,to annex imperial titles and claims.  He took the title of
40,6844,"_pontifex maximus_, head sacrificial priest of the Roman dominion,"
